case_id,mask_strategy,mask_intensity,seed,planner,reached_target,cost_to_target,steps_to_target,actions_taken,budget_used,cost_regret_vs_oracle,oracle_top1_action_hit,premature_stop,ceiling_violation,action_cost_model_family,action_reachability_model_family,action_value_model_family,budget_total,correct_degrade_stop,correct_stop,correct_target_stop,dominance_substitution_count,evaluation_partition,explicit_stop,final_critical_gap_count,final_edge_coverage,final_granularity,final_node_coverage,initial_direct_over_attribution,initial_granularity,initial_hidden_claims,justified_degrade_stop,m3star_myopic_safety_shield,m3star_requested_horizon,m3star_stochastic_dominance_shield,m3star_uses_action_value,max_explicit_outcomes,max_outcome_nodes,myopic_safety_shield,oracle_cost_to_target,oracle_top1_action_id,overlap_waste_cost,recovered_claims,steps_taken,stochastic_dominance_shield,support_ceiling,target_granularity,transition_model_family,zero_yield_actions
C07-darpa-e5-theia-0515,random,0.2,23,project05_m3star_h3_no_dominance_dual,1,2.0,1,C07-AA-004,2.0,0.0,1,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,1,0,1,3,0,1,,8,1,2.0,C07-AA-004,0.0,1,1,0,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.2,23,project05_m3star_h3_unshielded_dual,1,2.0,1,C07-AA-004,2.0,0.0,1,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,1,0,0,3,1,1,,8,0,2.0,C07-AA-004,0.0,1,1,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.2,23,project05_m3star_h3_transition_only,1,2.0,1,C07-AA-004,2.0,0.0,1,0,0,none,none,none,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,1,0,1,3,1,0,,8,1,2.0,C07-AA-004,0.0,1,1,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.2,23,project05_m3star_h1_dual,1,2.0,1,C07-AA-004,2.0,0.0,1,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,1,0,1,1,1,1,,8,1,2.0,C07-AA-004,0.0,1,1,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.2,23,project05_xgboost_policy,1,2.0,1,C07-AA-004,2.0,0.0,1,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,1,0,,,,,,,,2.0,C07-AA-004,0.0,1,1,,G3_campaign,G3_campaign,,0
C07-darpa-e5-theia-0515,random,0.2,23,project05_m3b_policy,1,4.0,2,C07-AA-003|C07-AA-004,4.0,2.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,1,0,,,,,,,,2.0,C07-AA-004,0.2222,1,2,,G3_campaign,G3_campaign,,1
C07-darpa-e5-theia-0515,random,0.2,23,project05_m2,1,2.0,1,C07-AA-004,2.0,0.0,1,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,1,0,,,,,,,,2.0,C07-AA-004,0.0,1,1,,G3_campaign,G3_campaign,,0
C07-darpa-e5-theia-0515,random,0.2,23,oracle_optimal,1,2.0,1,C07-AA-004,2.0,0.0,1,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,1,0,,,,,,,,2.0,C07-AA-004,0.0,1,1,,G3_campaign,G3_campaign,,0
C07-darpa-e5-theia-0515,random,0.2,37,project05_m3star_h3_dual,1,0.0,0,,0.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,1,3,1,1,,8,1,0.0,,0.0,0,0,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.2,37,project05_m3star_h3_no_dominance_dual,1,0.0,0,,0.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,1,3,0,1,,8,1,0.0,,0.0,0,0,0,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.2,37,project05_m3star_h3_unshielded_dual,1,0.0,0,,0.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,0,3,1,1,,8,0,0.0,,0.0,0,0,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.2,37,project05_m3star_h3_transition_only,1,0.0,0,,0.0,0.0,0,0,0,none,none,none,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,1,3,1,0,,8,1,0.0,,0.0,0,0,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.2,37,project05_m3star_h1_dual,1,0.0,0,,0.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,1,1,1,1,,8,1,0.0,,0.0,0,0,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.2,37,project05_xgboost_policy,1,0.0,0,,0.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,,,,,,,,0.0,,0.0,0,0,,G3_campaign,G3_campaign,,0
C07-darpa-e5-theia-0515,random,0.2,37,project05_m3b_policy,1,0.0,0,,0.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,,,,,,,,0.0,,0.0,0,0,,G3_campaign,G3_campaign,,0
C07-darpa-e5-theia-0515,random,0.2,37,project05_m2,1,0.0,0,,0.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,,,,,,,,0.0,,0.0,0,0,,G3_campaign,G3_campaign,,0
C07-darpa-e5-theia-0515,random,0.2,37,oracle_optimal,1,0.0,0,,0.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,,,,,,,,0.0,,0.0,0,0,,G3_campaign,G3_campaign,,0
C07-darpa-e5-theia-0515,random,0.2,41,project05_m3star_h3_dual,1,0.0,0,,0.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,1,3,1,1,,8,1,0.0,,0.0,0,0,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.2,41,project05_m3star_h3_no_dominance_dual,1,0.0,0,,0.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,1,3,0,1,,8,1,0.0,,0.0,0,0,0,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.2,41,project05_m3star_h3_unshielded_dual,1,0.0,0,,0.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,0,3,1,1,,8,0,0.0,,0.0,0,0,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.2,41,project05_m3star_h3_transition_only,1,0.0,0,,0.0,0.0,0,0,0,none,none,none,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,1,3,1,0,,8,1,0.0,,0.0,0,0,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.2,41,project05_m3star_h1_dual,1,0.0,0,,0.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,1,1,1,1,,8,1,0.0,,0.0,0,0,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.2,41,project05_xgboost_policy,1,0.0,0,,0.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,,,,,,,,0.0,,0.0,0,0,,G3_campaign,G3_campaign,,0
C07-darpa-e5-theia-0515,random,0.2,41,project05_m3b_policy,1,0.0,0,,0.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,,,,,,,,0.0,,0.0,0,0,,G3_campaign,G3_campaign,,0
C07-darpa-e5-theia-0515,random,0.2,41,project05_m2,1,0.0,0,,0.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,,,,,,,,0.0,,0.0,0,0,,G3_campaign,G3_campaign,,0
C07-darpa-e5-theia-0515,random,0.2,41,oracle_optimal,1,0.0,0,,0.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,,,,,,,,0.0,,0.0,0,0,,G3_campaign,G3_campaign,,0
C07-darpa-e5-theia-0515,random,0.2,53,project05_m3star_h3_dual,1,0.0,0,,0.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,1,3,1,1,,8,1,0.0,,0.0,0,0,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.2,53,project05_m3star_h3_no_dominance_dual,1,0.0,0,,0.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,1,3,0,1,,8,1,0.0,,0.0,0,0,0,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.2,53,project05_m3star_h3_unshielded_dual,1,0.0,0,,0.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,0,3,1,1,,8,0,0.0,,0.0,0,0,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.2,53,project05_m3star_h3_transition_only,1,0.0,0,,0.0,0.0,0,0,0,none,none,none,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,1,3,1,0,,8,1,0.0,,0.0,0,0,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.2,53,project05_m3star_h1_dual,1,0.0,0,,0.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,1,1,1,1,,8,1,0.0,,0.0,0,0,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.2,53,project05_xgboost_policy,1,0.0,0,,0.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,,,,,,,,0.0,,0.0,0,0,,G3_campaign,G3_campaign,,0
C07-darpa-e5-theia-0515,random,0.2,53,project05_m3b_policy,1,0.0,0,,0.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,,,,,,,,0.0,,0.0,0,0,,G3_campaign,G3_campaign,,0
C07-darpa-e5-theia-0515,random,0.2,53,project05_m2,1,0.0,0,,0.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,,,,,,,,0.0,,0.0,0,0,,G3_campaign,G3_campaign,,0
C07-darpa-e5-theia-0515,random,0.2,53,oracle_optimal,1,0.0,0,,0.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,1,0,,,,,,,,0.0,,0.0,0,0,,G3_campaign,G3_campaign,,0
C07-darpa-e5-theia-0515,random,0.4,11,project05_m3star_h3_dual,1,0.0,0,,0.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,2,0,1,3,1,1,,8,1,0.0,,0.0,0,0,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.4,11,project05_m3star_h3_no_dominance_dual,1,0.0,0,,0.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,2,0,1,3,0,1,,8,1,0.0,,0.0,0,0,0,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.4,11,project05_m3star_h3_unshielded_dual,1,0.0,0,,0.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,2,0,0,3,1,1,,8,0,0.0,,0.0,0,0,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.4,11,project05_m3star_h3_transition_only,1,0.0,0,,0.0,0.0,0,0,0,none,none,none,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,2,0,1,3,1,0,,8,1,0.0,,0.0,0,0,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.4,11,project05_m3star_h1_dual,1,0.0,0,,0.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,2,0,1,1,1,1,,8,1,0.0,,0.0,0,0,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.4,11,project05_xgboost_policy,1,0.0,0,,0.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,2,0,,,,,,,,0.0,,0.0,0,0,,G3_campaign,G3_campaign,,0
C07-darpa-e5-theia-0515,random,0.4,11,project05_m3b_policy,1,0.0,0,,0.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,2,0,,,,,,,,0.0,,0.0,0,0,,G3_campaign,G3_campaign,,0
C07-darpa-e5-theia-0515,random,0.4,11,project05_m2,1,0.0,0,,0.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,2,0,,,,,,,,0.0,,0.0,0,0,,G3_campaign,G3_campaign,,0
C07-darpa-e5-theia-0515,random,0.4,11,oracle_optimal,1,0.0,0,,0.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,0,G3_campaign,2,0,,,,,,,,0.0,,0.0,0,0,,G3_campaign,G3_campaign,,0
C07-darpa-e5-theia-0515,random,0.4,23,project05_m3star_h3_dual,1,5.0,2,C07-AA-004|C07-AA-002,5.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,1,development,0,0,1.0,G3_campaign,1.0,1,G1_technique,2,0,1,3,1,1,,8,1,5.0,C07-AA-002,0.6667,2,2,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.4,23,project05_m3star_h3_no_dominance_dual,1,7.0,3,C07-AA-004|C07-AA-001|C07-AA-002,7.0,2.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G1_technique,2,0,1,3,0,1,,8,1,5.0,C07-AA-002,0.6667,2,3,0,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,1
C07-darpa-e5-theia-0515,random,0.4,23,project05_m3star_h3_unshielded_dual,1,5.0,2,C07-AA-002|C07-AA-004,5.0,0.0,1,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,1,development,0,0,1.0,G3_campaign,1.0,1,G1_technique,2,0,0,3,1,1,,8,0,5.0,C07-AA-002,0.4444,2,2,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.4,23,project05_m3star_h3_transition_only,1,5.0,2,C07-AA-004|C07-AA-002,5.0,0.0,0,0,0,none,none,none,9.0,0,1,1,1,development,0,0,1.0,G3_campaign,1.0,1,G1_technique,2,0,1,3,1,0,,8,1,5.0,C07-AA-002,0.6667,2,2,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.4,23,project05_m3star_h1_dual,1,5.0,2,C07-AA-004|C07-AA-002,5.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,1,development,0,0,1.0,G3_campaign,1.0,1,G1_technique,2,0,1,1,1,1,,8,1,5.0,C07-AA-002,0.6667,2,2,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.4,23,project05_xgboost_policy,1,5.0,2,C07-AA-002|C07-AA-004,5.0,0.0,1,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G1_technique,2,0,,,,,,,,5.0,C07-AA-002,0.4444,2,2,,G3_campaign,G3_campaign,,0
C07-darpa-e5-theia-0515,random,0.4,23,project05_m3b_policy,1,7.0,3,C07-AA-003|C07-AA-004|C07-AA-002,7.0,2.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G1_technique,2,0,,,,,,,,5.0,C07-AA-002,0.8889,2,3,,G3_campaign,G3_campaign,,1
C07-darpa-e5-theia-0515,random,0.4,23,project05_m2,1,7.0,3,C07-AA-001|C07-AA-004|C07-AA-002,7.0,2.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G1_technique,2,0,,,,,,,,5.0,C07-AA-002,0.6667,2,3,,G3_campaign,G3_campaign,,1
C07-darpa-e5-theia-0515,random,0.4,23,oracle_optimal,1,5.0,2,C07-AA-002|C07-AA-004,5.0,0.0,1,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G1_technique,2,0,,,,,,,,5.0,C07-AA-002,0.4444,2,2,,G3_campaign,G3_campaign,,0
C07-darpa-e5-theia-0515,random,0.4,37,project05_m3star_h3_dual,1,3.0,1,C07-AA-002,3.0,0.0,1,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,1,development,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,2,0,1,3,1,1,,8,1,3.0,C07-AA-002,0.0,1,1,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.4,37,project05_m3star_h3_no_dominance_dual,1,5.0,2,C07-AA-001|C07-AA-002,5.0,2.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,2,0,1,3,0,1,,8,1,3.0,C07-AA-002,0.6667,1,2,0,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,1
C07-darpa-e5-theia-0515,random,0.4,37,project05_m3star_h3_unshielded_dual,1,3.0,1,C07-AA-002,3.0,0.0,1,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,1,development,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,2,0,0,3,1,1,,8,0,3.0,C07-AA-002,0.0,1,1,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C07-darpa-e5-theia-0515,random,0.4,37,project05_m3star_h3_transition_only,1,3.0,1,C07-AA-002,3.0,0.0,1,0,0,none,none,none,9.0,0,1,1,1,development,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,2,0,1,3,1,0,,8,1,3.0,C07-AA-002,0.0,1,1,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
