case_id,mask_strategy,mask_intensity,seed,planner,target_granularity,support_ceiling,initial_granularity,final_granularity,reached_target,explicit_stop,correct_target_stop,correct_degrade_stop,correct_stop,ceiling_violation,cost_to_target,budget_used,steps_to_target,steps_taken,actions_taken,zero_yield_actions,overlap_waste_cost,initial_hidden_claims,recovered_claims,final_node_coverage,final_edge_coverage,final_critical_gap_count,initial_direct_over_attribution,governance_family,governance_variant,m2_cost_alpha,oracle_cost_to_target,cost_regret_vs_oracle,oracle_top1_action_id,oracle_top1_action_hit,premature_stop,justified_degrade_stop,oracle_reachable
C11-otrf-apt29-day1-scranton-nashua,random,0.2,41,oracle_optimal,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,2.0,2.0,1,1,C11-AA-001,0,0.0,2,1,0.6,0.5,2,1,m2_alpha_scan,m2_alpha_scan,,2.0,0.0,C11-AA-001,1,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.2,53,m2_alpha_0p00,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,2.0,2.0,1,1,C11-AA-003,0,0.0,2,1,0.6,0.5,2,1,m2_alpha_scan,m2_alpha_scan,0.0,2.0,0.0,C11-AA-003,1,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.2,53,m2_alpha_0p25,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,2.0,2.0,1,1,C11-AA-003,0,0.0,2,1,0.6,0.5,2,1,m2_alpha_scan,m2_alpha_scan,0.25,2.0,0.0,C11-AA-003,1,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.2,53,m2_alpha_0p50,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,2.0,2.0,1,1,C11-AA-003,0,0.0,2,1,0.6,0.5,2,1,m2_alpha_scan,m2_alpha_scan,0.5,2.0,0.0,C11-AA-003,1,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.2,53,m2_alpha_0p75,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,2.0,2.0,1,1,C11-AA-003,0,0.0,2,1,0.6,0.5,2,1,m2_alpha_scan,m2_alpha_scan,0.75,2.0,0.0,C11-AA-003,1,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.2,53,m2_alpha_1p00,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,2.0,2.0,1,1,C11-AA-003,0,0.0,2,1,0.6,0.5,2,1,m2_alpha_scan,m2_alpha_scan,1.0,2.0,0.0,C11-AA-003,1,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.2,53,m2_alpha_1p50,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,2.0,2.0,1,1,C11-AA-003,0,0.0,2,1,0.6,0.5,2,1,m2_alpha_scan,m2_alpha_scan,1.5,2.0,0.0,C11-AA-003,1,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.2,53,m2_alpha_2p00,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,2.0,2.0,1,1,C11-AA-003,0,0.0,2,1,0.6,0.5,2,1,m2_alpha_scan,m2_alpha_scan,2.0,2.0,0.0,C11-AA-003,1,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.2,53,oracle_optimal,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,2.0,2.0,1,1,C11-AA-003,0,0.0,2,1,0.6,0.5,2,1,m2_alpha_scan,m2_alpha_scan,,2.0,0.0,C11-AA-003,1,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,11,m2_alpha_0p00,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,7.0,7.0,3,3,C11-AA-003|C11-AA-004|C11-AA-005,0,2.5833,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,0.0,4.0,3.0,C11-AA-001,0,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,11,m2_alpha_0p25,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,7.0,7.0,3,3,C11-AA-003|C11-AA-004|C11-AA-005,0,2.5833,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,0.25,4.0,3.0,C11-AA-001,0,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,11,m2_alpha_0p50,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,7.0,7.0,3,3,C11-AA-003|C11-AA-004|C11-AA-005,0,2.5833,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,0.5,4.0,3.0,C11-AA-001,0,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,11,m2_alpha_0p75,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,7.0,7.0,3,3,C11-AA-003|C11-AA-004|C11-AA-005,0,2.5833,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,0.75,4.0,3.0,C11-AA-001,0,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,11,m2_alpha_1p00,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,7.0,7.0,3,3,C11-AA-003|C11-AA-004|C11-AA-005,0,2.5833,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,1.0,4.0,3.0,C11-AA-001,0,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,11,m2_alpha_1p50,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,7.0,7.0,3,3,C11-AA-003|C11-AA-004|C11-AA-005,0,2.5833,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,1.5,4.0,3.0,C11-AA-001,0,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,11,m2_alpha_2p00,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,7.0,7.0,3,3,C11-AA-003|C11-AA-004|C11-AA-005,0,2.5833,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,2.0,4.0,3.0,C11-AA-001,0,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,11,oracle_optimal,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,4.0,4.0,2,2,C11-AA-001|C11-AA-003,0,0.7273,4,2,0.6,0.5,2,1,m2_alpha_scan,m2_alpha_scan,,4.0,0.0,C11-AA-001,1,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,23,m2_alpha_0p00,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,5.0,5.0,2,2,C11-AA-004|C11-AA-001,0,0.8,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,0.0,4.0,1.0,C11-AA-001,0,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,23,m2_alpha_0p25,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,5.0,5.0,2,2,C11-AA-004|C11-AA-001,0,0.8,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,0.25,4.0,1.0,C11-AA-001,0,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,23,m2_alpha_0p50,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,5.0,5.0,2,2,C11-AA-004|C11-AA-001,0,0.8,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,0.5,4.0,1.0,C11-AA-001,0,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,23,m2_alpha_0p75,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,7.0,7.0,3,3,C11-AA-005|C11-AA-001|C11-AA-004,1,2.0455,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,0.75,4.0,3.0,C11-AA-001,0,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,23,m2_alpha_1p00,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,7.0,7.0,3,3,C11-AA-005|C11-AA-001|C11-AA-004,1,2.0455,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,1.0,4.0,3.0,C11-AA-001,0,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,23,m2_alpha_1p50,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,7.0,7.0,3,3,C11-AA-005|C11-AA-001|C11-AA-004,1,2.0455,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,1.5,4.0,3.0,C11-AA-001,0,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,23,m2_alpha_2p00,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,7.0,7.0,3,3,C11-AA-005|C11-AA-001|C11-AA-004,1,2.0455,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,2.0,4.0,3.0,C11-AA-001,0,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,23,oracle_optimal,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,4.0,4.0,2,2,C11-AA-001|C11-AA-003,0,0.7273,4,3,0.6,0.5,2,1,m2_alpha_scan,m2_alpha_scan,,4.0,0.0,C11-AA-001,1,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,37,m2_alpha_0p00,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,7.0,7.0,3,3,C11-AA-004|C11-AA-001|C11-AA-002,0,1.8,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,0.0,5.0,2.0,C11-AA-002,0,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,37,m2_alpha_0p25,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,7.0,7.0,3,3,C11-AA-004|C11-AA-001|C11-AA-002,0,1.8,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,0.25,5.0,2.0,C11-AA-002,0,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,37,m2_alpha_0p50,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,7.0,7.0,3,3,C11-AA-004|C11-AA-001|C11-AA-002,0,1.8,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,0.5,5.0,2.0,C11-AA-002,0,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,37,m2_alpha_0p75,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,9.0,9.0,4,4,C11-AA-005|C11-AA-001|C11-AA-004|C11-AA-002,1,3.0455,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,0.75,5.0,4.0,C11-AA-002,0,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,37,m2_alpha_1p00,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,9.0,9.0,4,4,C11-AA-005|C11-AA-001|C11-AA-004|C11-AA-002,1,3.0455,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,1.0,5.0,4.0,C11-AA-002,0,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,37,m2_alpha_1p50,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,9.0,9.0,4,4,C11-AA-005|C11-AA-001|C11-AA-004|C11-AA-002,1,3.0455,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,1.5,5.0,4.0,C11-AA-002,0,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,37,m2_alpha_2p00,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,9.0,9.0,4,4,C11-AA-005|C11-AA-001|C11-AA-004|C11-AA-002,1,3.0455,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,2.0,5.0,4.0,C11-AA-002,0,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,37,oracle_optimal,G2_tactic_intent,G2_tactic_intent,G1_technique,G2_tactic_intent,1,0,1,0,1,0,5.0,5.0,2,2,C11-AA-002|C11-AA-004,0,0.5455,4,2,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,,5.0,0.0,C11-AA-002,1,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,41,m2_alpha_0p00,G2_tactic_intent,G2_tactic_intent,G0_unknown,G2_tactic_intent,1,0,1,0,1,0,9.0,9.0,4,4,C11-AA-001|C11-AA-005|C11-AA-004|C11-AA-002,1,3.0455,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,0.0,6.0,3.0,C11-AA-001,1,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,41,m2_alpha_0p25,G2_tactic_intent,G2_tactic_intent,G0_unknown,G2_tactic_intent,1,0,1,0,1,0,9.0,9.0,4,4,C11-AA-001|C11-AA-005|C11-AA-004|C11-AA-002,1,3.0455,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,0.25,6.0,3.0,C11-AA-001,1,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,41,m2_alpha_0p50,G2_tactic_intent,G2_tactic_intent,G0_unknown,G2_tactic_intent,1,0,1,0,1,0,9.0,9.0,4,4,C11-AA-001|C11-AA-005|C11-AA-004|C11-AA-002,1,3.0455,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,0.5,6.0,3.0,C11-AA-001,1,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,41,m2_alpha_0p75,G2_tactic_intent,G2_tactic_intent,G0_unknown,G2_tactic_intent,1,0,1,0,1,0,9.0,9.0,4,4,C11-AA-001|C11-AA-005|C11-AA-004|C11-AA-002,1,3.0455,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,0.75,6.0,3.0,C11-AA-001,1,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,41,m2_alpha_1p00,G2_tactic_intent,G2_tactic_intent,G0_unknown,G2_tactic_intent,1,0,1,0,1,0,9.0,9.0,4,4,C11-AA-001|C11-AA-005|C11-AA-004|C11-AA-002,1,3.0455,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,1.0,6.0,3.0,C11-AA-001,1,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,41,m2_alpha_1p50,G2_tactic_intent,G2_tactic_intent,G0_unknown,G2_tactic_intent,1,0,1,0,1,0,9.0,9.0,4,4,C11-AA-001|C11-AA-005|C11-AA-004|C11-AA-002,1,3.0455,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,1.5,6.0,3.0,C11-AA-001,1,0,0,1
C11-otrf-apt29-day1-scranton-nashua,random,0.4,41,m2_alpha_2p00,G2_tactic_intent,G2_tactic_intent,G0_unknown,G2_tactic_intent,1,0,1,0,1,0,9.0,9.0,4,4,C11-AA-001|C11-AA-005|C11-AA-004|C11-AA-002,1,3.0455,4,3,0.6,0.25,2,1,m2_alpha_scan,m2_alpha_scan,2.0,6.0,3.0,C11-AA-001,1,0,0,1
