source_result_dir,case_id,mask_strategy,mask_intensity,seed,decision_index,m3star_action_id,m3star_action_cost,xgboost_action_id,logistic_action_id,experts_agree,candidate_action_id,candidate_action_cost,candidate_reachability,candidate_transition_reachability,m3star_transition_reachability,candidate_transition_noninferior,candidate_differs_from_m3star,consensus_substitution_eligible,transition_gated_substitution_eligible,xgboost_episode_success,logistic_episode_success,candidate_recovered_count,m3star_recovered_count,candidate_zero_yield_offline,m3star_zero_yield_offline
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,random,0.6,23,1,C07-AA-001,1.0,C07-AA-002,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,0,0,1
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,random,0.6,23,2,C07-AA-002,2.0,C07-AA-002,C07-AA-002,1,C07-AA-002,2.0,0.998214840888977,0.9983497858047485,0.9983497858047485,1,0,0,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,random,0.6,37,0,C07-AA-004,2.0,C07-AA-002,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,random,0.6,37,1,C07-AA-001,1.0,C07-AA-002,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,0,0,1
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,random,0.6,37,2,C07-AA-002,2.0,C07-AA-002,C07-AA-002,1,C07-AA-002,2.0,0.998214840888977,0.9983497858047485,0.9983497858047485,1,0,0,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,random,0.6,41,0,C07-AA-004,2.0,C07-AA-002,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,random,0.6,41,1,C07-AA-001,1.0,C07-AA-002,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,random,0.6,53,0,C07-AA-003,1.0,C07-AA-002,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.2,11,0,C07-AA-001,1.0,C07-AA-002,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.2,23,0,C07-AA-001,1.0,C07-AA-002,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,0,0,1
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.2,23,1,C07-AA-002,2.0,C07-AA-002,C07-AA-002,1,C07-AA-002,2.0,0.9972466230392456,0.9983189702033997,0.9983189702033997,1,0,0,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.2,37,0,C07-AA-001,1.0,C07-AA-002,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,0,0,1
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.2,37,1,C07-AA-002,2.0,C07-AA-002,C07-AA-002,1,C07-AA-002,2.0,0.9972466230392456,0.9983189702033997,0.9983189702033997,1,0,0,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.2,41,0,C07-AA-001,1.0,C07-AA-002,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.2,53,0,C07-AA-001,1.0,C07-AA-002,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.4,11,0,C07-AA-001,1.0,C07-AA-001,C07-AA-001,1,C07-AA-001,1.0,0.9284948110580444,0.20005735145724746,0.20005735145724746,1,0,0,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.4,11,1,C07-AA-003,1.0,C07-AA-002,C07-AA-003,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.4,23,0,C07-AA-001,1.0,C07-AA-001,C07-AA-001,1,C07-AA-001,1.0,0.9284948110580444,0.20005735145724746,0.20005735145724746,1,0,0,0,1,1,0,0,1,1
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.4,23,1,C07-AA-002,2.0,C07-AA-002,C07-AA-002,1,C07-AA-002,2.0,0.7693626284599304,0.20367008901729378,0.20367008901729378,1,0,0,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.4,23,2,C07-AA-003,1.0,C07-AA-004,C07-AA-003,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.4,37,0,C07-AA-001,1.0,C07-AA-001,C07-AA-001,1,C07-AA-001,1.0,0.9284948110580444,0.20005735145724746,0.20005735145724746,1,0,0,0,1,1,0,0,1,1
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.4,37,1,C07-AA-002,2.0,C07-AA-002,C07-AA-002,1,C07-AA-002,2.0,0.7693626284599304,0.20367008901729378,0.20367008901729378,1,0,0,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.4,37,2,C07-AA-003,1.0,C07-AA-004,C07-AA-003,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.4,41,0,C07-AA-001,1.0,C07-AA-001,C07-AA-001,1,C07-AA-001,1.0,0.9284948110580444,0.20005735145724746,0.20005735145724746,1,0,0,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.4,41,1,C07-AA-003,1.0,C07-AA-002,C07-AA-003,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.4,53,0,C07-AA-001,1.0,C07-AA-001,C07-AA-001,1,C07-AA-001,1.0,0.9284948110580444,0.20005735145724746,0.20005735145724746,1,0,0,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.4,53,1,C07-AA-003,1.0,C07-AA-002,C07-AA-003,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.6,11,0,C07-AA-004,2.0,C07-AA-003,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.6,11,1,C07-AA-002,2.0,C07-AA-001,C07-AA-001,1,C07-AA-001,1.0,0.9195268154144287,0.20005735145724746,0.21852595997097524,0,1,1,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.6,11,2,C07-AA-003,1.0,C07-AA-003,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.6,23,0,C07-AA-004,2.0,C07-AA-003,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.6,23,1,C07-AA-002,2.0,C07-AA-001,C07-AA-001,1,C07-AA-001,1.0,0.9195268154144287,0.20005735145724746,0.21852595997097524,0,1,1,0,1,1,0,1,1,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.6,23,2,C07-AA-003,1.0,C07-AA-003,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.6,37,0,C07-AA-004,2.0,C07-AA-003,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.6,37,1,C07-AA-002,2.0,C07-AA-001,C07-AA-001,1,C07-AA-001,1.0,0.9195268154144287,0.20005735145724746,0.21852595997097524,0,1,1,0,1,1,0,1,1,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.6,37,2,C07-AA-003,1.0,C07-AA-003,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.6,41,0,C07-AA-004,2.0,C07-AA-003,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.6,41,1,C07-AA-002,2.0,C07-AA-001,C07-AA-001,1,C07-AA-001,1.0,0.9195268154144287,0.20005735145724746,0.21852595997097524,0,1,1,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.6,41,2,C07-AA-003,1.0,C07-AA-003,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.6,53,0,C07-AA-004,2.0,C07-AA-003,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.6,53,1,C07-AA-002,2.0,C07-AA-001,C07-AA-001,1,C07-AA-001,1.0,0.9195268154144287,0.20005735145724746,0.21852595997097524,0,1,1,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,stage,0.6,53,2,C07-AA-003,1.0,C07-AA-003,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.2,11,0,C07-AA-001,1.0,C07-AA-002,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.2,23,0,C07-AA-001,1.0,C07-AA-002,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,0,0,1
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.2,23,1,C07-AA-002,2.0,C07-AA-002,C07-AA-002,1,C07-AA-002,2.0,0.9972466230392456,0.9983189702033997,0.9983189702033997,1,0,0,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.2,37,0,C07-AA-001,1.0,C07-AA-002,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,0,0,1
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.2,37,1,C07-AA-002,2.0,C07-AA-002,C07-AA-002,1,C07-AA-002,2.0,0.9972466230392456,0.9983189702033997,0.9983189702033997,1,0,0,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.2,41,0,C07-AA-001,1.0,C07-AA-002,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.2,53,0,C07-AA-001,1.0,C07-AA-002,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.4,11,0,C07-AA-001,1.0,C07-AA-001,C07-AA-001,1,C07-AA-001,1.0,0.9284948110580444,0.20005735145724746,0.20005735145724746,1,0,0,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.4,11,1,C07-AA-003,1.0,C07-AA-002,C07-AA-003,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.4,23,0,C07-AA-001,1.0,C07-AA-001,C07-AA-001,1,C07-AA-001,1.0,0.9284948110580444,0.20005735145724746,0.20005735145724746,1,0,0,0,1,1,0,0,1,1
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.4,23,1,C07-AA-002,2.0,C07-AA-002,C07-AA-002,1,C07-AA-002,2.0,0.7693626284599304,0.20367008901729378,0.20367008901729378,1,0,0,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.4,23,2,C07-AA-003,1.0,C07-AA-004,C07-AA-003,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.4,37,0,C07-AA-001,1.0,C07-AA-001,C07-AA-001,1,C07-AA-001,1.0,0.9284948110580444,0.20005735145724746,0.20005735145724746,1,0,0,0,1,1,0,0,1,1
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.4,37,1,C07-AA-002,2.0,C07-AA-002,C07-AA-002,1,C07-AA-002,2.0,0.7693626284599304,0.20367008901729378,0.20367008901729378,1,0,0,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.4,37,2,C07-AA-003,1.0,C07-AA-004,C07-AA-003,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.4,41,0,C07-AA-001,1.0,C07-AA-001,C07-AA-001,1,C07-AA-001,1.0,0.9284948110580444,0.20005735145724746,0.20005735145724746,1,0,0,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.4,41,1,C07-AA-003,1.0,C07-AA-002,C07-AA-003,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.4,53,0,C07-AA-001,1.0,C07-AA-001,C07-AA-001,1,C07-AA-001,1.0,0.9284948110580444,0.20005735145724746,0.20005735145724746,1,0,0,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.4,53,1,C07-AA-003,1.0,C07-AA-002,C07-AA-003,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.6,11,0,C07-AA-004,2.0,C07-AA-003,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.6,11,1,C07-AA-002,2.0,C07-AA-001,C07-AA-001,1,C07-AA-001,1.0,0.9195268154144287,0.20005735145724746,0.21852595997097524,0,1,1,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.6,11,2,C07-AA-003,1.0,C07-AA-003,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.6,23,0,C07-AA-004,2.0,C07-AA-003,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.6,23,1,C07-AA-002,2.0,C07-AA-001,C07-AA-001,1,C07-AA-001,1.0,0.9195268154144287,0.20005735145724746,0.21852595997097524,0,1,1,0,1,1,0,1,1,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.6,23,2,C07-AA-003,1.0,C07-AA-003,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.6,37,0,C07-AA-004,2.0,C07-AA-003,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.6,37,1,C07-AA-002,2.0,C07-AA-001,C07-AA-001,1,C07-AA-001,1.0,0.9195268154144287,0.20005735145724746,0.21852595997097524,0,1,1,0,1,1,0,1,1,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.6,37,2,C07-AA-003,1.0,C07-AA-003,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.6,41,0,C07-AA-004,2.0,C07-AA-003,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.6,41,1,C07-AA-002,2.0,C07-AA-001,C07-AA-001,1,C07-AA-001,1.0,0.9195268154144287,0.20005735145724746,0.21852595997097524,0,1,1,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.6,41,2,C07-AA-003,1.0,C07-AA-003,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.6,53,0,C07-AA-004,2.0,C07-AA-003,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.6,53,1,C07-AA-002,2.0,C07-AA-001,C07-AA-001,1,C07-AA-001,1.0,0.9195268154144287,0.20005735145724746,0.21852595997097524,0,1,1,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C07-darpa-e5-theia-0515,discriminative,0.6,53,2,C07-AA-003,1.0,C07-AA-003,C07-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C08-darpa-e5-clearscope-0515,random,0.2,23,0,C08-AA-004,2.0,C08-AA-003,C08-AA-003,1,C08-AA-003,1.0,0.9945759773254395,0.008957337588071823,0.8302984237670898,0,1,1,0,1,1,0,1,1,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C08-darpa-e5-clearscope-0515,random,0.2,37,0,C08-AA-001,1.0,C08-AA-002,C08-AA-001,0,,,,,,0,0,0,0,1,1,0,0,0,1
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C08-darpa-e5-clearscope-0515,random,0.2,37,1,C08-AA-002,2.0,C08-AA-002,C08-AA-002,1,C08-AA-002,2.0,0.9972466230392456,0.9990405440330505,0.9990405440330505,1,0,0,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C08-darpa-e5-clearscope-0515,random,0.2,53,0,C08-AA-003,1.0,C08-AA-002,C08-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C08-darpa-e5-clearscope-0515,random,0.4,11,0,C08-AA-004,2.0,C08-AA-003,C08-AA-003,1,C08-AA-003,1.0,0.9945759773254395,0.008957337588071823,0.8302984237670898,0,1,1,0,1,1,0,1,1,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C08-darpa-e5-clearscope-0515,random,0.4,23,0,C08-AA-004,2.0,C08-AA-004,C08-AA-004,1,C08-AA-004,2.0,0.9797562956809998,0.8400348132967927,0.8400348132967927,1,0,0,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C08-darpa-e5-clearscope-0515,random,0.4,23,1,C08-AA-001,1.0,C08-AA-002,C08-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C08-darpa-e5-clearscope-0515,random,0.4,37,0,C08-AA-004,2.0,C08-AA-004,C08-AA-004,1,C08-AA-004,2.0,0.9797562956809998,0.8400348132967927,0.8400348132967927,1,0,0,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C08-darpa-e5-clearscope-0515,random,0.4,37,1,C08-AA-001,1.0,C08-AA-002,C08-AA-001,0,,,,,,0,0,0,0,1,1,0,0,0,1
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C08-darpa-e5-clearscope-0515,random,0.4,37,2,C08-AA-002,2.0,C08-AA-002,C08-AA-002,1,C08-AA-002,2.0,0.998214840888977,0.999058187007904,0.999058187007904,1,0,0,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C08-darpa-e5-clearscope-0515,random,0.4,41,0,C08-AA-003,1.0,C08-AA-002,C08-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C08-darpa-e5-clearscope-0515,random,0.4,53,0,C08-AA-003,1.0,C08-AA-002,C08-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C08-darpa-e5-clearscope-0515,random,0.6,11,0,C08-AA-003,1.0,C08-AA-003,C08-AA-003,1,C08-AA-003,1.0,0.9930210709571838,0.015700259544281447,0.015700259544281447,1,0,0,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C08-darpa-e5-clearscope-0515,random,0.6,11,1,C08-AA-004,2.0,C08-AA-004,C08-AA-004,1,C08-AA-004,2.0,0.9707292318344116,0.9419236183166504,0.9419236183166504,1,0,0,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C08-darpa-e5-clearscope-0515,random,0.6,23,0,C08-AA-004,2.0,C08-AA-004,C08-AA-004,1,C08-AA-004,2.0,0.9797562956809998,0.8400348132967927,0.8400348132967927,1,0,0,0,1,1,1,1,0,0
09-experiments/results/m3star_measured_replay_prefeedback_c07_c10_v0.7,C08-darpa-e5-clearscope-0515,random,0.6,23,1,C08-AA-001,1.0,C08-AA-002,C08-AA-001,0,,,,,,0,0,0,0,1,1,0,1,0,0
